9.542498|1.272302
10.81852|1.55648
14.76935|1.13788
15.66768|1.904868
17.49373|1.272302
18.3844|1.338246
21.08382|1.168831
23.3779|1.338246
24.77034|1.028651
25.93588|1.427245
26.91782|1.999511
33.5918|1.545
34.66339|0.8832457
35.70083|0.8420279
37.07693|1.055245
38.51702|1.300122
39.314|1.545
41.21767|1.300122
42.62924|1.579632
43.64495|1.450785
46.21779|1.752028
47.26696|1.334755
47.91008|1.752028
48.65276|1.375585
50.00824|1.545
51.21189|1.999264
58.10124|0.3964341
59.47477|1.053921
60.92945|1.64125
61.90794|1.695
64.17104|1.904368
65.24601|1.815245
67.60382|1.605877
70.88508|1.959884
74.87568|1.64125
76.1244|1.906134
78.52004|1.605877
79.45367|1.959884
82.01178|1.605877
83.42412|1.815245
84.83235|1.999379
88.94934|0.247434
89.77456|0.04883063
91.53502|0.9407378
93.21669|0.7753677
94.16257|0.5304904
95.29473|0.7753677
95.90865|1.265123
96.8841|1.754877
97.92411|1.999755
